reference	book	chapter	verse	category	priority	signals	reason	text
Luke 18:14	Luke	18	14	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"I tell you, this man went down to his house justified rather than the other; for everyone who exalts themselves will be humbled, but the one who humbles themselves will be exalted."""
Luke 18:22	Luke	18	22	GENERIC PRONOUN REVIEW	REVIEW	the poor; he; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"When Yeshua heard these things, he said to him, ""You still lack one thing. Sell all that you have, and distribute it to the poor. You will have treasure in heaven. Come, follow me."""
Luke 18:29	Luke	18	29	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"They said to them, ""Most certainly I tell you, there is no one who has left house, or wife, or brothers, or parents, or children, for the reign of Elohim's sake,"
Luke 18:35	Luke	18	35	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	It happened, as he came near Yericho, a certain blind man sat by the road, begging.
Luke 19:14	Luke	19	14	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But his citizens hated him, and sent an envoy after him, saying, 'We don't want this man to reign over us.'
Luke 19:21	Luke	19	21	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	for I feared you, because you are an exacting man. You take up that which you didn't lay down, and reap that which you didn't sow.'
Luke 19:22	Luke	19	22	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"""He said to him, 'Out of your own mouth will I judge you, you wicked servant! You knew that I am an exacting man, taking up that which I didn't lay down, and reaping that which I didn't sow."
Luke 19:47	Luke	19	47	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	He was teaching daily in the temple, but the chief priests and the scribes and the leading men among the people sought to destroy him.
Luke 20:10	Luke	20	10	GENERIC PRONOUN REVIEW	REVIEW	a servant; he; him; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	At the proper season, he sent a servant to the farmers to collect his share of the fruit of the vineyard. But the farmers beat him, and sent him away empty.
Luke 20:29	Luke	20	29	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	There were therefore seven brothers. The first took a wife, and died childless.
Luke 21:1	Luke	21	1	GENERIC PRONOUN REVIEW	REVIEW	the rich; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	He looked up, and saw the rich people who were putting their gifts into the treasury.
Luke 21:16	Luke	21	16	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	You will be handed over even by parents, brothers, relatives, and friends. They will cause some of you to be put to death.
Luke 22:22	Luke	22	22	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The Human One indeed goes, as it has been determined, but woe to that man through whom he is betrayed!"""
Luke 22:32	Luke	22	32	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"but I prayed for you, that your faith wouldn't fail. You, when once you have turned again, establish your brothers."""
Luke 22:56	Luke	22	56	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"A certain servant girl saw him as he sat in the light, and looking intently at him, said, ""This man also was with him."""
Luke 22:58	Luke	22	58	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"After a little while someone else saw him, and said, ""You also are one of them!"" But Shimon (called Kepha) answered, ""Man, I am not!"""
Luke 22:59	Luke	22	59	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"After about one hour passed, another confidently affirmed, saying, ""Truly this man also was with him, for he is a Galilean!"""
Luke 22:60	Luke	22	60	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But Shimon (called Kepha) said, ""Man, I don't know what you are talking about!"" Immediately, while he was still speaking, a rooster crowed."
Luke 23:2	Luke	23	2	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"They began to accuse him, saying, ""We found this man perverting the nation, forbidding paying taxes to Caesar, and saying that he himself is Messiah, a king."""
Luke 23:4	Luke	23	4	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Pilatus said to the chief priests and the multitudes, ""I find no basis for a charge against this man."""
Luke 23:14	Luke	23	14	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"and said to them, ""You brought this man to me as one that perverts the people, and see, I have examined him before you, and found no basis for a charge against this man concerning those things of which you accuse him."
Luke 23:18	Luke	23	18	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But they all cried out together, saying, ""Away with this man! Release to us Barabbas!""--"
Luke 23:22	Luke	23	22	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"He said to them the third time, ""Why? What unripeness has this man done? I have found no capital crime in him. I will therefore chastise him and release him."""
Luke 23:41	Luke	23	41	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"And we indeed justly, for we receive the due reward for our deeds, but this man has done nothing wrong."""
Luke 23:52	Luke	23	52	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	this man went to Pilatus, and asked for Yeshua' body.
Luke 24:4	Luke	24	4	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	It happened, while they were greatly perplexed about this, behold, two men stood by them in dazzling clothing.
Luke 24:7	Luke	24	7	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"saying that the Human One must be delivered up into the hands of sinful men, and be crucified, and the third day rise again?"""
Luke 24:25	Luke	24	25	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"He said to them, ""Foolish men, and slow of heart to trust in all that the prophets have spoken!"
John 2:12	John	2	12	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	After this, he went down to Kfar Nachum, he, and his mother, his brothers, and his disciples; and they stayed there a few days.
John 3:2	John	3	2	GENERIC PRONOUN REVIEW	REVIEW	a teacher; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"The same came to him by night, and said to him, ""Rabbi, we know that you are a teacher come from Elohim, for no one can do these signs that you do, unless Elohim is with him."""
John 3:10	John	3	10	GENERIC PRONOUN REVIEW	REVIEW	the teacher; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"Yeshua answered him, ""Are you the teacher of Israel, and don't understand these things?"
John 4:50	John	4	50	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Yeshua said to him, ""Go your way. Your son lives."" The man believed the word that Yeshua spoke to him, and he went his way."
John 5:5	John	5	5	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	A certain man was there, who had been sick for thirty-eight years.
John 5:7	John	5	7	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The sick man answered him, ""Sir, I have no one to put me into the pool when the water is stirred up, but while I'm coming, another steps down before me."""
John 5:27	John	5	27	GENERIC PRONOUN REVIEW	REVIEW	a child; he; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	He also gave him authority to execute judgment, because he is a child of humanity.
John 6:10	John	6	10	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Yeshua said, ""Have the people sit down."" Now there was much grass in that place. So the men sat down, in number about five thousand."
John 6:52	John	6	52	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The Judeans therefore contended with one another, saying, ""How can this man give us his flesh to eat?"""
John 7:3	John	7	3	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"His brothers therefore said to him, ""Depart from here, and go into Yehudah, that your disciples also may see your works which you do."
John 7:5	John	7	5	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	For even his brothers didn't trust in him.
John 7:10	John	7	10	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	But when his brothers had gone up to the feast, then he also went up, not publicly, but as it were in secret.
John 7:12	John	7	12	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"There was much murmuring among the multitudes concerning him. Some said, ""He is a good man."" Others said, ""Not so, but he leads the multitude astray."""
John 7:15	John	7	15	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The Judeans therefore marveled, saying, ""How does this man know letters, having never been educated?"""
John 7:27	John	7	27	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"However we know where this man comes from, but when the Messiah comes, no one will know where he comes from."""
John 7:31	John	7	31	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But of the multitude, many believed in him. They said, ""When the Messiah comes, he won't do more signs than those which this man has done, will they?"""
John 7:35	John	7	35	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The Judeans therefore said among themselves, ""Where will this man go that we won't find him? Will he go to the Dispersion among the Greeks, and teach the Greeks?"
John 7:46	John	7	46	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The officers answered, ""No one ever spoke like this man!"""
John 9:2	John	9	2	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"His disciples asked him, ""Rabbi, who sinned, this man or his parents, that he was born blind?"""
John 9:3	John	9	3	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Yeshua answered, ""Neither did this man sin, nor his parents; but, that the works of Elohim might be revealed in him."
John 9:16	John	9	16	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Some therefore of the Pharisees said, ""This man is not from Elohim, because he doesn't keep the Sabbath."" Others said, ""How can a person who is a sinner do such signs?"" There was division among them."
John 9:17	John	9	17	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Therefore they asked the blind man again, ""What do you say about him, because he opened your eyes?"" He said, ""He is a prophet."""
John 9:25	John	9	25	GENERIC PRONOUN REVIEW	REVIEW	a sinner; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"He therefore answered, ""I don't know if he is a sinner. One thing I do know: that though I was blind, now I see."""
John 9:29	John	9	29	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"We know that Elohim has spoken to Moshe. But as for this man, we don't know where he comes from."""
John 9:33	John	9	33	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"If this man were not from Elohim, he could do nothing."""
John 10:5	John	10	5	GENERIC PRONOUN REVIEW	REVIEW	a stranger; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"They will by no means follow a stranger, but will flee from him; for they don't know the voice of strangers."""
John 11:1	John	11	1	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now a certain man was sick, Elazar from Beit Anya, of the village of Maryam and her sister, Marta.
John 11:37	John	11	37	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Some of them said, ""Couldn't this man, who opened the eyes of the one who was blind, have also kept this man from dying?"""
John 11:41	John	11	41	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"So they took away the stone from the place where the dead man was lying. Yeshua lifted up his eyes, and said, ""Cosmic Parent, I thank you that you listened to me."
John 11:47	John	11	47	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"The chief priests therefore and the Pharisees gathered a council, and said, ""What are we doing? For this man does many signs."
John 11:50	John	11	50	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"nor do you consider that it is advantageous for us that one man should die for the people, and that the whole nation not perish."""
John 12:6	John	12	6	GENERIC PRONOUN REVIEW	REVIEW	the poor; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	Now he said this, not because he cared for the poor, but because he was a thief, and having the money box, used to steal what was put into it.
John 13:29	John	13	29	GENERIC PRONOUN REVIEW	REVIEW	the poor; he; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"For some thought, because Yehuda had the money box, that Yeshua said to him, ""Buy what things we need for the feast,"" or that he should give something to the poor."
John 15:20	John	15	20	GENERIC PRONOUN REVIEW	REVIEW	A servant; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	Remember the word that I said to you: 'A servant is not greater than his master.' If they persecuted me, they will also persecute you. If they kept my word, they will keep yours also.
John 18:14	John	18	14	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now it was Qayafa who advised the Judeans that it was expedient that one man should perish for the people.
John 18:29	John	18	29	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Pilatus therefore went out to them, and said, ""What accusation do you bring against this man?"""
John 18:30	John	18	30	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"They answered him, ""If this man weren't a person who acts from unripeness, we wouldn't have delivered him up to you."""
John 18:40	John	18	40	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Then they all shouted again, saying, ""Not this man, but Barabbas!"" Now Barabbas was a robber."
John 19:12	John	19	12	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"At this, Pilatus was seeking to release him, but the Judeans cried out, saying, ""If you release this man, you aren't Caesar's friend! Everyone who makes themselves a king speaks against Caesar!"""
John 19:26	John	19	26	GENERIC PRONOUN REVIEW	REVIEW	the disciple; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"Therefore when Yeshua saw his mother, and the disciple whom he loved standing there, he said to his mother, ""Woman, behold your son!"""
John 19:27	John	19	27	GENERIC PRONOUN REVIEW	REVIEW	the disciple; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"Then he said to the disciple, ""Behold, your mother!"" From that hour, the disciple took her to his own home."
John 19:38	John	19	38	GENERIC PRONOUN REVIEW	REVIEW	a disciple; he; him; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	After these things, Yosef of Arimathaea, being a disciple of Yeshua, but secretly for fear of the Judeans, asked of Pilatus that he might take away Yeshua' body. Pilatus gave him permission. He came therefore and took away his body.
John 20:17	John	20	17	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"Yeshua said to her, ""Do not keep clinging to me, for I have not yet gone up to my Cosmic Parent; but go to my brothers and tell them, ‘I am going up to my Cosmic Parent and your Cosmic Parent, to my God and your God.’"""
John 21:2	John	21	2	SONS / CHILDREN LANGUAGE REVIEW	REVIEW	sons	Plural son-language can be literal male offspring or a source-language idiom/category whose intended scope may be broader. Requires source/context review; do not neutralize mechanically.	Shimon (called Kepha), Ta'oma called Didymus, Nethanel of Cana in Galil, and the sons of Zebedee, and two others of his disciples were together.
John 21:21	John	21	21	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Shimon (called Kepha) seeing him, said to Yeshua, ""Master, what about this man?"""
John 21:23	John	21	23	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"This saying therefore went out among the brothers, that this disciple wouldn't die. Yet Yeshua didn't say to him that he wouldn't die, but, ""If I desire that he stay until I come, what is that to you?"""
John 21:24	John	21	24	GENERIC PRONOUN REVIEW	REVIEW	the disciple; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	This is the disciple who testifies about these things, and wrote these things. We know that his witness is true.
Acts 1:10	Acts	1	10	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	While they were looking steadfastly into the sky as he went, behold, two men stood by them in white clothing,
Acts 1:11	Acts	1	11	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"who also said, ""You men of Galil, why do you stand looking into the sky? This Yeshua, who was received up from you into the sky will come back in the same way as you saw him going into the sky."""
Acts 1:14	Acts	1	14	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	All these with one accord continued steadfastly in prayer and supplication, along with the women, and Maryam the mother of Yeshua, and with his brothers.
Acts 1:18	Acts	1	18	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now this man obtained a field with the reward for his wickedness, and falling headlong, his body burst open, and all his intestines gushed out.
Acts 1:21	Acts	1	21	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"""Of the men therefore who have accompanied us all the time that Master Yeshua went in and out among us,"
Acts 2:5	Acts	2	5	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now there were dwelling in Yerushalayim Judeans, devout men, from every nation under the sky.
Acts 2:14	Acts	2	14	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But Shimon (called Kepha), standing up with the eleven, lifted up his voice, and spoke out to them, ""You men of Yehudah, and all you who dwell at Yerushalayim, let this be known to you, and listen to my words."
Acts 2:17	Acts	2	17	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	'It will be in the last days, says God, that I will pour out my Ruach on all flesh. Your sons and your daughters will prophesy. Your young people will see visions. Your old men will dream dreams.
Acts 2:17	Acts	2	17	SONS / CHILDREN LANGUAGE REVIEW	REVIEW	sons	Plural son-language can be literal male offspring or a source-language idiom/category whose intended scope may be broader. Requires source/context review; do not neutralize mechanically.	'It will be in the last days, says God, that I will pour out my Ruach on all flesh. Your sons and your daughters will prophesy. Your young people will see visions. Your old men will dream dreams.
Acts 2:23	Acts	2	23	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	him, being delivered up by the determined counsel and foreknowledge of God, you have taken by the hand of lawless men, crucified and killed;
Acts 3:12	Acts	3	12	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"When Shimon (called Kepha) saw it, he responded to the people, ""You people of Israel, why do you marvel at this man? Why do you fasten your eyes on us, as though by our own power or godliness we had made him walk?"
Acts 3:16	Acts	3	16	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	By faith in his name has his name made this man strong, whom you see and know. Yes, the faith which is through him has given him this perfect soundness in the presence of you all.
Acts 4:4	Acts	4	4	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But many of those who heard the word believed, and the number of the men came to be about five thousand.
Acts 4:9	Acts	4	9	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	if we are examined today concerning a good deed done to a crippled man, by what means this man has been healed,
Acts 4:10	Acts	4	10	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	be it known to you all, and to all the people of Israel, that in the name of Yeshua the Messiah of Natzeret, whom you crucified, whom God raised from the dead, in him does this man stand here before you whole.
Acts 4:13	Acts	4	13	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now when they saw the boldness of Shimon (called Kepha) and Yochanan, and had perceived that they were unlearned and ignorant men, they marveled. They recognized that they had been with Yeshua.
Acts 4:16	Acts	4	16	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"saying, ""What shall we do to these men? Because indeed a notable miracle has been done through them, as can be plainly seen by all who dwell in Yerushalayim, and we can't deny it."
Acts 5:1	Acts	5	1	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But a certain man named Hananyah, with Sapphira, his wife, sold a possession,
Acts 5:14	Acts	5	14	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	More believers were added to God, multitudes of both men and women.
Acts 5:25	Acts	5	25	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"One came and told them, ""Behold, the men whom you put in prison are in the temple, standing and teaching the people."""
Acts 5:35	Acts	5	35	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"He said to them, ""You people of Israel, be careful concerning these men, what you are about to do."
Acts 5:37	Acts	5	37	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	After this man, Yehuda of Galil rose up in the days of the enrollment, and drew away some people after him. He also perished, and all, as many as obeyed him, were scattered abroad.
Acts 5:38	Acts	5	38	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Now I tell you, withdraw from these men, and leave them alone. For if this counsel or this work is of people, it will be overthrown.
Acts 6:3	Acts	6	3	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Therefore select from among you, brothers and sisters, seven men of good report, full of the Ruach of Elohim and of wisdom, whom we may appoint over this business.
Acts 6:11	Acts	6	11	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Then they secretly induced men to say, ""We have heard him speak blasphemous words against Moshe and God."""
Acts 6:13	Acts	6	13	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"and set up false witnesses who said, ""This man never stops speaking blasphemous words against this holy place and the law."
Acts 7:2	Acts	7	2	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"He said, ""Brothers and fathers, listen. The God of glory appeared to our father Avraham, when he was in Mesopotamia, before he lived in Haran,"
Acts 7:25	Acts	7	25	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	He supposed that his brothers understood that God, by his hand, was giving them deliverance; but they didn't understand.
Acts 7:26	Acts	7	26	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"""The day following, he appeared to them as they fought, and urged them to be at peace again, saying, 'Sirs, you are brothers. Why do you wrong one another?'"
Acts 7:29	Acts	7	29	GENERIC PRONOUN REVIEW	REVIEW	a stranger; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	Moshe fled at this saying, and became a stranger in the land of Midian, where he became the father of two sons.
Acts 7:29	Acts	7	29	SONS / CHILDREN LANGUAGE REVIEW	REVIEW	sons	Plural son-language can be literal male offspring or a source-language idiom/category whose intended scope may be broader. Requires source/context review; do not neutralize mechanically.	Moshe fled at this saying, and became a stranger in the land of Midian, where he became the father of two sons.
Acts 7:36	Acts	7	36	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	This man led them out, having worked wonders and signs in Mitzrayim, in the Red Sea, and in the wilderness for forty years.
Acts 8:2	Acts	8	2	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Devout men buried Stephanos, and lamented greatly over him.
Acts 8:3	Acts	8	3	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But Shaul ravaged the assembly, entering into every house, and dragged both men and women off to prison.
Acts 8:9	Acts	8	9	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But there was a certain man, Shimon by name, who used to practice sorcery in the city, and amazed the people of Shomron, making himself out to be some great one,
Acts 8:12	Acts	8	12	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	But when they believed Pilipos preaching good news concerning the reign of God and the name of Yeshua the Messiah, they were immersed, both men and women.
Acts 9:2	Acts	9	2	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	and asked for letters from him to the synagogues of Dammeseq, that if he found any who were of the Way, whether men or women, he might bring them bound to Yerushalayim.
Acts 9:12	Acts	9	12	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"and in a vision he has seen a man named Hananyah coming in, and laying his hands on him, that he might receive his sight."""
Acts 9:13	Acts	9	13	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But Hananyah answered, ""Master, I have heard from many about this man, how much harm he did to your saints at Yerushalayim."
