reference	book	chapter	verse	historical	current	diff
Jeremiah 26:19	Jeremiah	26	19	Did Hezekiah king of Judah and all Judah put him to death? Didn't he fear YHWH, and entreat the favor of YHWH, and YHWH repented him of the evil which he had pronounced against them? Thus should we commit great evil against our own souls.	Did Chizkiyahu king of Yehudah and all Yehudah put him to death? Didn't he revere YHWH, and entreat the favor of YHWH, and YHWH relented from the harm which YHWH had pronounced against them? Thus should we commit great brokenness against our own souls.	replace: [Hezekiah] -> [Chizkiyahu] || replace: [Judah] -> [Yehudah] || replace: [Judah] -> [Yehudah] || replace: [fear] -> [revere] || replace: [repented him of] -> [relented from] || replace: [evil] -> [harm] || replace: [he] -> [YHWH] || replace: [evil] -> [brokenness]
Jeremiah 28:8	Jeremiah	28	8	The prophets who have been before me and before you of old prophesied against many countries, and against great kingdoms, of war, and of evil, and of pestilence.	The prophets who have been before me and before you of old prophesied against many countries, and against great kingdoms, of war, and of brokenness, and of pestilence.	replace: [evil] -> [brokenness]
Jeremiah 29:11	Jeremiah	29	11	For I know the thoughts that I think toward you, says YHWH, thoughts of peace, and not of evil, to give you hope in your latter end.	For I know the thoughts that I think toward you, says YHWH, thoughts of peace, and not of brokenness, to give you hope in your latter end.	replace: [evil] -> [brokenness]
Jeremiah 32:23	Jeremiah	32	23	and they came in, and possessed it, but they didn't obey your voice, neither walked in your law; they have done nothing of all that you commanded them to do: therefore you have caused all this evil to come on them.	and they came in, and possessed it, but they didn't obey your voice, neither walked in your law; they have done nothing of all that you commanded them to do: therefore you have caused all this brokenness to come on them.	replace: [evil] -> [brokenness]
Jeremiah 32:32	Jeremiah	32	32	because of all the evil of the children of Israel and of the children of Judah, which they have done to provoke me to anger, they, their kings, their princes, their priests, and their prophets, and the men of Judah, and the inhabitants of Jerusalem.	because of all the brokenness of the children of Israel and of the children of Yehudah, which they have done to provoke me to anger, they, their kings, their princes, their priests, and their prophets, and the people of Yehudah, and the inhabitants of Yerushalayim.	replace: [evil] -> [brokenness] || replace: [Judah] -> [Yehudah] || replace: [men] -> [people] || replace: [Judah] -> [Yehudah] || replace: [Jerusalem] -> [Yerushalayim]
Jeremiah 32:42	Jeremiah	32	42	For thus says YHWH: Like as I have brought all this great evil on this people, so will I bring on them all the good that I have promised them.	For thus says YHWH: Like as I have brought all this great brokenness on this people, so will I bring on them all the good that I have promised them.	replace: [evil] -> [brokenness]
Jeremiah 35:17	Jeremiah	35	17	therefore thus says YHWH, the Elohim of Armies, the Elohim of Israel: Behold, I will bring on Judah and on all the inhabitants of Jerusalem all the evil that I have pronounced against them; because I have spoken to them, but they have not heard; and I have called to them, but they have not answered.	therefore thus says YHWH, the God of Armies, the God of Israel: Behold, I will bring on Yehudah and on all the inhabitants of Yerushalayim all the brokenness that I have pronounced against them; because I have spoken to them, but they have not heard; and I have called to them, but they have not answered.	replace: [Elohim] -> [God] || replace: [Elohim] -> [God] || replace: [Judah] -> [Yehudah] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness]
Jeremiah 36:3	Jeremiah	36	3	It may be that the house of Judah will hear all the evil which I purpose to do to them; that they may return every man from his evil way; that I may forgive their iniquity and their sin.	It may be that the house of Yehudah will hear all the brokenness which I purpose to do to them; that they may return everyone from their broken way; that I may forgive their iniquity and their sin.	replace: [Judah] -> [Yehudah] || replace: [evil] -> [brokenness] || replace: [every man] -> [everyone] || replace: [his evil] -> [their broken]
Jeremiah 36:31	Jeremiah	36	31	I will punish him and his seed and his servants for their iniquity; and I will bring on them, and on the inhabitants of Jerusalem, and on the men of Judah, all the evil that I have pronounced against them, but they didn't listen.	I will punish him and his seed and his servants for their iniquity; and I will bring on them, and on the inhabitants of Yerushalayim, and on the people of Yehudah, all the brokenness that I have pronounced against them, but they didn't listen.	replace: [Jerusalem] -> [Yerushalayim] || replace: [men] -> [people] || replace: [Judah] -> [Yehudah] || replace: [evil] -> [brokenness]
Jeremiah 38:9	Jeremiah	38	9	My lord the king, these men have done evil in all that they have done to Jeremiah the prophet, whom they have cast into the dungeon; and he is likely to die in the place where he is, because of the famine; for there is no more bread in the city.	My lord the king, these men have done brokenness in all that they have done to Yirmeyahu the prophet, whom they have cast into the dungeon; and he is likely to die in the place where he is, because of the famine; for there is no more bread in the city.	replace: [evil] -> [brokenness] || replace: [Jeremiah] -> [Yirmeyahu]
Jeremiah 39:16	Jeremiah	39	16	Go, and speak to Ebedmelech the Ethiopian, saying, Thus says YHWH of Armies, the Elohim of Israel: Behold, I will bring my words on this city for evil, and not for good; and they shall be accomplished before you in that day.	Go, and speak to Ebedmelech the Ethiopian, saying, Thus says YHWH of Armies, the God of Israel: Behold, I will bring my words on this city for brokenness, and not for good; and they shall be accomplished before you in that day.	replace: [Elohim] -> [God] || replace: [evil] -> [brokenness]
Jeremiah 40:2	Jeremiah	40	2	The captain of the guard took Jeremiah, and said to him, YHWH your Elohim pronounced this evil on this place;	The captain of the guard took Yirmeyahu, and said to him, YHWH your God pronounced this brokenness on this place;	replace: [Jeremiah] -> [Yirmeyahu] || replace: [Elohim] -> [God] || replace: [evil] -> [brokenness]
Jeremiah 41:11	Jeremiah	41	11	But when Johanan the son of Kareah, and all the captains of the forces who were with him, heard of all the evil that Ishmael the son of Nethaniah had done,	But when Johanan the son of Kareah, and all the captains of the forces who were with him, heard of all the brokenness that Yishmael the son of Nethaniah had done,	replace: [evil] -> [brokenness] || replace: [Ishmael] -> [Yishmael]
Jeremiah 42:6	Jeremiah	42	6	Whether it be good, or whether it be evil, we will obey the voice of YHWH our Elohim, to whom we send you; that it may be well with us, when we obey the voice of YHWH our Elohim.	Whether it be good, or whether it be brokenness, we will obey the voice of YHWH our God, to whom we send you; that it may be well with us, when we obey the voice of YHWH our God.	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God] || replace: [Elohim] -> [God]
Jeremiah 42:17	Jeremiah	42	17	So shall it be with all the men who set their faces to go into Egypt to sojourn there: they shall die by the sword, by the famine, and by the pestilence; and none of them shall remain or escape from the evil that I will bring on them.	So shall it be with all the people who set their faces to go into Mitzrayim to sojourn there: they shall die by the sword, by the famine, and by the pestilence; and none of them shall remain or escape from the brokenness that I will bring on them.	replace: [men] -> [people] || replace: [Egypt] -> [Mitzrayim] || replace: [evil] -> [brokenness]
Jeremiah 44:2	Jeremiah	44	2	Thus says YHWH of Armies, the Elohim of Israel: You have seen all the evil that I have brought on Jerusalem, and on all the cities of Judah; and behold, this day they are a desolation, and no man dwells therein,	Thus says YHWH of Armies, the God of Israel: You have seen all the brokenness that I have brought on Yerushalayim, and on all the cities of Yehudah; and behold, this day they are a desolation, and no one dwells therein,	replace: [Elohim] -> [God] || replace: [evil] -> [brokenness] || replace: [Jerusalem] -> [Yerushalayim] || replace: [Judah] -> [Yehudah] || replace: [man] -> [one]
Jeremiah 44:7	Jeremiah	44	7	Therefore now thus says YHWH, the Elohim of Armies, the Elohim of Israel: Why commit you [this] great evil against your own souls, to cut off from you man and woman, infant and suckling, out of the midst of Judah, to leave you none remaining;	Therefore now thus says YHWH, the God of Armies, the God of Israel: Why commit you [this] great brokenness against your own souls, to cut off from you man and woman, infant and suckling, out of the midst of Yehudah, to leave you none remaining;	replace: [Elohim] -> [God] || replace: [Elohim] -> [God] || replace: [evil] -> [brokenness] || replace: [Judah] -> [Yehudah]
Jeremiah 44:11	Jeremiah	44	11	Therefore thus says YHWH of Armies, the Elohim of Israel: Behold, I will set my face against you for evil, even to cut off all Judah.	Therefore thus says YHWH of Armies, the God of Israel: Behold, I will set my face against you for brokenness, even to cut off all Yehudah.	replace: [Elohim] -> [God] || replace: [evil] -> [brokenness] || replace: [Judah] -> [Yehudah]
Jeremiah 44:17	Jeremiah	44	17	But we will certainly perform every word that is gone forth out of our mouth, to burn incense to the queen of the sky, and to pour out drink offerings to her, as we have done, we and our fathers, our kings and our princes, in the cities of Judah, and in the streets of Jerusalem; for then had we plenty of food, and were well, and saw no evil.	But we will certainly perform every word that is gone forth out of our mouth, to burn incense to the queen of the sky, and to pour out drink offerings to her, as we have done, we and our fathers, our kings and our princes, in the cities of Yehudah, and in the streets of Yerushalayim; for then had we plenty of food, and were well, and saw no brokenness.	replace: [Judah] -> [Yehudah] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness]
Jeremiah 44:22	Jeremiah	44	22	so that YHWH could no longer bear, because of the evil of your doings, and because of the abominations which you have committed; therefore is your land become a desolation, and an astonishment, and a curse, without inhabitant, as it is this day.	so that YHWH could no longer bear, because of the brokenness of your doings, and because of the abominations which you have committed; therefore is your land become a desolation, and an astonishment, and a curse, without inhabitant, as it is this day.	replace: [evil] -> [brokenness]
Jeremiah 44:23	Jeremiah	44	23	Because you have burned incense, and because you have sinned against YHWH, and have not obeyed the voice of YHWH, nor walked in his law, nor in his statutes, nor in his testimonies; therefore this evil is happened to you, as it is this day.	Because you have burned incense, and because you have sinned against YHWH, and have not obeyed the voice of YHWH, nor walked in YHWH’s law, nor in YHWH’s statutes, nor in YHWH’s testimonies; therefore this brokenness is happened to you, as it is this day.	replace: [his] -> [YHWH’s] || replace: [his] -> [YHWH’s] || replace: [his] -> [YHWH’s] || replace: [evil] -> [brokenness]
Jeremiah 44:27	Jeremiah	44	27	Behold, I watch over them for evil, and not for good; and all the men of Judah who are in the land of Egypt shall be consumed by the sword and by the famine, until there be an end of them.	Behold, I watch over them for brokenness, and not for good; and all the people of Yehudah who are in the land of Mitzrayim shall be consumed by the sword and by the famine, until there be an end of them.	replace: [evil] -> [brokenness] || replace: [men] -> [people] || replace: [Judah] -> [Yehudah] || replace: [Egypt] -> [Mitzrayim]
Jeremiah 44:29	Jeremiah	44	29	This shall be the sign to you, says YHWH, that I will punish you in this place, that you may know that my words shall surely stand against you for evil:	This shall be the sign to you, says YHWH, that I will punish you in this place, that you may know that my words shall surely stand against you for brokenness:	replace: [evil] -> [brokenness]
Jeremiah 48:2	Jeremiah	48	2	The praise of Moab is no more; in Heshbon they have devised evil against her: Come, and let us cut her off from being a nation. You also, Madmen, shall be brought to silence: the sword shall pursue you.	The praise of Moab is no more; in Heshbon they have devised brokenness against her: Come, and let us cut her off from being a nation. You also, Madmen, shall be brought to silence: the sword shall pursue you.	replace: [evil] -> [brokenness]
Jeremiah 49:23	Jeremiah	49	23	Of Damascus. Hamath is confounded, and Arpad; for they have heard evil news, they are melted away: there is sorrow on the sea; it can't be quiet.	Of Dammeseq. Hamath is confounded, and Arpad; for they have heard brokenness news, they are melted away: there is sorrow on the sea; it can't be quiet.	replace: [Damascus] -> [Dammeseq] || replace: [evil] -> [brokenness]
Jeremiah 51:24	Jeremiah	51	24	I will render to Babylon and to all the inhabitants of Chaldea all their evil that they have done in Zion in your sight, says YHWH.	I will render to Bavel and to all the inhabitants of Chaldea all their brokenness that they have done in Tzion in your sight, says YHWH.	replace: [Babylon] -> [Bavel] || replace: [evil] -> [brokenness] || replace: [Zion] -> [Tzion]
Jeremiah 51:60	Jeremiah	51	60	Jeremiah wrote in a book all the evil that should come on Babylon, even all these words that are written concerning Babylon.	Yirmeyahu wrote in a book all the brokenness that should come on Bavel, even all these words that are written concerning Bavel.	replace: [Jeremiah] -> [Yirmeyahu] || replace: [evil] -> [brokenness] || replace: [Babylon] -> [Bavel] || replace: [Babylon] -> [Bavel]
Jeremiah 51:64	Jeremiah	51	64	and you shall say, Thus shall Babylon sink, and shall not rise again because of the evil that I will bring on her; and they shall be weary. Thus far are the words of Jeremiah.	and you shall say, Thus shall Bavel sink, and shall not rise again because of the brokenness that I will bring on her; and they shall be weary. Thus far are the words of Yirmeyahu.	replace: [Babylon] -> [Bavel] || replace: [evil] -> [brokenness] || replace: [Jeremiah] -> [Yirmeyahu]
Lamentations 3:38	Lamentations	3	38	Doesn't evil and good come out of the mouth of the Most High?	Doesn't brokenness and good come out of the mouth of the Most High?	replace: [evil] -> [brokenness]
Ezekiel 3:18	Ezekiel	3	18	When I tell the wicked, You shall surely die; and you give him no warning, nor speak to warn the wicked from his wicked way, to save his life; the same wicked man shall die in his iniquity; but his blood will I require at your hand.	When I tell the wicked, You shall surely die; and you give him no warning, nor speak to warn the wicked from his wicked way, to save his life; the same broken person shall die in their iniquity; but his blood will I require at your hand.	replace: [wicked man] -> [broken person] || replace: [his] -> [their]
Ezekiel 5:16	Ezekiel	5	16	when I shall send on them the evil arrows of famine, that are for destruction, which I will send to destroy you: and I will increase the famine on you, and will break your staff of bread;	when I shall send on them the brokenness arrows of famine, that are for destruction, which I will send to destroy you: and I will increase the famine on you, and will break your staff of bread;	replace: [evil] -> [brokenness]
Ezekiel 5:17	Ezekiel	5	17	and I will send on you famine and evil animals, and they shall bereave you; and pestilence and blood shall pass through you; and I will bring the sword on you: I, YHWH, have spoken it.	and I will send on you famine and brokenness animals, and they shall bereave you; and pestilence and blood shall pass through you; and I will bring the sword on you: I, YHWH, have spoken it.	replace: [evil] -> [brokenness]
Ezekiel 6:10	Ezekiel	6	10	They shall know that I am YHWH: I have not said in vain that I would do this evil to them.	They shall know that I am YHWH: I have not said in vain that I would do this brokenness to them.	replace: [evil] -> [brokenness]
Ezekiel 6:11	Ezekiel	6	11	Thus says the Lord YHWH: Smite with your hand, and stamp with your foot, and say, Alas! because of all the evil abominations of the house of Israel; for they shall fall by the sword, by the famine, and by the pestilence.	Thus says YHWH God: Smite with your hand, and stamp with your foot, and say, Alas! because of all the brokenness abominations of the house of Israel; for they shall fall by the sword, by the famine, and by the pestilence.	delete: [the Lord] -> [∅] || insert: [∅] -> [God] || replace: [evil] -> [brokenness]
Ezekiel 7:5	Ezekiel	7	5	Thus says the Lord YHWH: An evil, an only evil; behold, it comes.	Thus says YHWH God: A brokenness, an only brokenness; behold, it comes.	delete: [the Lord] -> [∅] || insert: [∅] -> [God] || replace: [An evil] -> [A brokenness] || replace: [evil] -> [brokenness]
Ezekiel 14:15	Ezekiel	14	15	If I cause evil animals to pass through the land, and they ravage it, and it be made desolate, so that no man may pass through because of the animals;	If I cause brokenness animals to pass through the land, and they ravage it, and it be made desolate, so that no one may pass through because of the animals;	replace: [evil] -> [brokenness] || replace: [man] -> [one]
Ezekiel 14:21	Ezekiel	14	21	For thus says the Lord YHWH: How much more when I send my four sore judgments on Jerusalem, the sword, and the famine, and the evil animals, and the pestilence, to cut off from it man and animal!	For thus says YHWH God: How much more when I send my four sore judgments on Yerushalayim, the sword, and the famine, and the brokenness animals, and the pestilence, to cut off from it man and animal!	delete: [the Lord] -> [∅] || insert: [∅] -> [God] || replace: [Jerusalem] -> [Yerushalayim] || replace: [evil] -> [brokenness]
Ezekiel 14:22	Ezekiel	14	22	Yet, behold, therein shall be left a remnant that shall be carried forth, both sons and daughters: behold, they shall come forth to you, and you shall see their way and their doings; and you shall be comforted concerning the evil that I have brought on Jerusalem, even concerning all that I have brought on it.	Yet, behold, therein shall be left a remnant that shall be carried forth, both sons and daughters: behold, they shall come forth to you, and you shall see their way and their doings; and you shall be comforted concerning the brokenness that I have brought on Yerushalayim, even concerning all that I have brought on it.	replace: [evil] -> [brokenness] || replace: [Jerusalem] -> [Yerushalayim]
Ezekiel 18:24	Ezekiel	18	24	But when the righteous turns away from his righteousness, and commits iniquity, and does according to all the abominations that the wicked man does, shall he live? None of his righteous deeds that he has done shall be remembered: in his trespass that he has trespassed, and in his sin that he has sinned, in them shall he die.	But when the righteous turns away from their righteousness, and commits iniquity, and does according to all the abominations that the broken person does, shall they live? None of his righteous deeds that he has done shall be remembered: in his trespass that he has trespassed, and in his sin that he has sinned, in them shall he die.	replace: [his] -> [their] || replace: [wicked man] -> [broken person] || replace: [he] -> [they]
Ezekiel 18:27	Ezekiel	18	27	Again, when the wicked man turns away from his wickedness that he has committed, and does that which is lawful and right, he shall save his soul alive.	Again, when the broken person turns away from their wickedness that they have committed, and does that which is lawful and right, they shall save their soul alive.	replace: [wicked man] -> [broken person] || replace: [his] -> [their] || replace: [he has] -> [they have] || replace: [he] -> [they] || replace: [his] -> [their]
Ezekiel 30:12	Ezekiel	30	12	I will make the rivers dry, and will sell the land into the hand of evil men; and I will make the land desolate, and all that is therein, by the hand of strangers: I, YHWH, have spoken it.	I will make the rivers dry, and will sell the land into the hand of brokenness men; and I will make the land desolate, and all that is therein, by the hand of strangers: I, YHWH, have spoken it.	replace: [evil] -> [brokenness]
Ezekiel 33:8	Ezekiel	33	8	When I tell the wicked, O wicked man, you shall surely die, and you don't speak to warn the wicked from his way; that wicked man shall die in his iniquity, but his blood will I require at your hand.	When I tell the wicked, O broken person, you shall surely die, and you don't speak to warn the wicked from their way; that broken person shall die in their iniquity, but their blood will I require at your hand.	replace: [wicked man] -> [broken person] || replace: [his] -> [their] || replace: [wicked man] -> [broken person] || replace: [his] -> [their] || replace: [his] -> [their]
Ezekiel 34:25	Ezekiel	34	25	I will make with them a covenant of peace, and will cause evil animals to cease out of the land; and they shall dwell securely in the wilderness, and sleep in the woods.	I will make with them a covenant of peace, and will cause brokenness animals to cease out of the land; and they shall dwell securely in the wilderness, and sleep in the woods.	replace: [evil] -> [brokenness]
Ezekiel 38:10	Ezekiel	38	10	Thus says the Lord YHWH: It shall happen in that day, that things shall come into your mind, and you shall devise an evil device:	Thus says YHWH God: It shall happen in that day, that things shall come into your mind, and you shall devise a brokenness device:	delete: [the Lord] -> [∅] || insert: [∅] -> [God] || replace: [an evil] -> [a brokenness]
Daniel 3:29	Daniel	3	29	Therefore I make a decree, that every people, nation, and language, which speak anything evil against the Elohim of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill; because there is no other god who is able to deliver after this sort.	Therefore I make a decree, that every people, nation, and language, which speak anything brokenness against the God of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill; because there is no other god who is able to deliver after this sort.	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God]
Daniel 9:12	Daniel	9	12	He has confirmed his words, which he spoke against us, and against our judges who judged us, by bringing on us a great evil; for under the whole sky has not been done as has been done on Jerusalem.	He has confirmed his words, which he spoke against us, and against our judges who judged us, by bringing on us a great brokenness; for under the whole sky has not been done as has been done on Yerushalayim.	replace: [evil] -> [brokenness] || replace: [Jerusalem] -> [Yerushalayim]
Daniel 9:13	Daniel	9	13	As it is written in the law of Moses, all this evil is come on us: yet have we not entreated the favor of YHWH our Elohim, that we should turn from our iniquities, and have discernment in your truth.	As it is written in the law of Moshe, all this brokenness is come on us: yet have we not entreated the favor of YHWH our God, that we should turn from our iniquities, and have discernment in your truth.	replace: [Moses] -> [Moshe] || replace: [evil] -> [brokenness] || replace: [Elohim] -> [God]
Daniel 9:14	Daniel	9	14	Therefore has YHWH watched over the evil, and brought it on us; for YHWH our Elohim is righteous in all his works which he does, and we have not obeyed his voice.	Therefore has YHWH watched over the brokenness, and brought it on us; for YHWH our God is righteous in all YHWH’s works which YHWH does, and we have not obeyed YHWH’s voice.	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God] || replace: [his] -> [YHWH’s] || replace: [he] -> [YHWH] || replace: [his] -> [YHWH’s]
Hosea 7:15	Hosea	7	15	Though I have taught and strengthened their arms, yet they plot evil against me.	Though I have taught and strengthened their arms, yet they plot brokenness against me.	replace: [evil] -> [brokenness]
Amos 3:6	Amos	3	6	Does the trumpet alarm sound in a city, without the people being afraid? Does evil happen to a city, and YHWH hasn't done it?	Does the trumpet alarm sound in a city, without the people being afraid? Does brokenness happen to a city, and YHWH hasn't done it?	replace: [evil] -> [brokenness]
Amos 5:14	Amos	5	14	Seek good, and not evil, that you may live; and so YHWH, the Elohim of Armies, will be with you, as you say.	Seek good, and not brokenness, that you may live; and so YHWH, the God of Armies, will be with you, as you say.	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God]
Amos 5:15	Amos	5	15	"Hate evil, love good, and establish justice in the courts. It may be that YHWH, the Elohim of Armies, will be gracious to the remnant of Joseph."""	"Hate brokenness, love good, and establish justice in the courts. It may be that YHWH, the God of Armies, will be gracious to the remnant of Yosef."""	replace: [evil] -> [brokenness] || replace: [Elohim] -> [God] || replace: [Joseph] -> [Yosef]
Amos 9:4	Amos	9	4	Though they go into captivity before their enemies, there I will command the sword, and it will kill them. I will set my eyes on them for evil, and not for good.	Though they go into captivity before their enemies, there I will command the sword, and it will kill them. I will set my eyes on them for brokenness, and not for good.	replace: [evil] -> [brokenness]
Amos 9:10	Amos	9	10	All the sinners of my people will die by the sword, who say, 'Evil won't overtake nor meet us.'	All the sinners of my people will die by the sword, who say, 'Brokenness won't overtake nor meet us.'	replace: [Evil] -> [Brokenness]
Jonah 1:7	Jonah	1	7	"They all said to each other, ""Come, let us cast lots, that we may know for whose cause this evil is on us."" So they cast lots, and the lot fell on Jonah."	"They all said to each other, ""Come, let us cast lots, that we may know for whose cause this brokenness is on us."" So they cast lots, and the lot fell on Yonah."	replace: [evil] -> [brokenness] || replace: [Jonah] -> [Yonah]
Jonah 1:8	Jonah	1	8	"Then they asked him, ""Tell us, please, for whose cause this evil is on us. What is your occupation? Where do you come from? What is your country? Of what people are you?"""	"Then they asked him, ""Tell us, please, for whose cause this brokenness is on us. What is your occupation? Where do you come from? What is your country? Of what people are you?"""	replace: [evil] -> [brokenness]
Micah 1:12	Micah	1	12	For the inhabitant of Maroth waits anxiously for good, because evil has come down from YHWH to the gate of Jerusalem.	For the inhabitant of Maroth waits anxiously for good, because brokenness has come down from YHWH to the gate of Yerushalayim.	replace: [evil] -> [brokenness] || replace: [Jerusalem] -> [Yerushalayim]
Micah 2:1	Micah	2	1	Woe to those who devise iniquity and work evil on their beds! When the morning is light, they practice it, because it is in the power of their hand.	Woe to those who devise iniquity and work brokenness on their beds! When the morning is light, they practice it, because it is in the power of their hand.	replace: [evil] -> [brokenness]
Micah 3:2	Micah	3	2	You who hate the good, and love the evil; who tear off their skin, and their flesh from off their bones;	You who hate the good, and love the brokenness; who tear off their skin, and their flesh from off their bones;	replace: [evil] -> [brokenness]
Micah 3:4	Micah	3	4	"Then they will cry to YHWH, but he will not answer them. Yes, he will hide his face from them at that time, because they made their deeds evil."""	"Then they will cry to YHWH, but YHWH will not answer them. Yes, YHWH will hide YHWH’s face from them at that time, because they made their deeds brokenness."""	replace: [he] -> [YHWH] || replace: [he] -> [YHWH] || replace: [his] -> [YHWH’s] || replace: [evil] -> [brokenness]
Micah 7:3	Micah	7	3	Their hands are on that which is evil to do it diligently. The ruler and judge ask for a bribe; and the powerful man dictates the evil desire of his soul. Thus they conspire together.	Their hands are on that which is brokenness to do it diligently. The ruler and judge ask for a bribe; and the powerful man dictates the broken desire of his soul. Thus they conspire together.	replace: [evil] -> [brokenness] || replace: [evil] -> [broken]
Nahum 1:11	Nahum	1	11	There is one gone forth out of you, who devises evil against YHWH, who counsels wickedness.	There is one gone forth out of you, who devises brokenness against YHWH, who counsels wickedness.	replace: [evil] -> [brokenness]
Habakkuk 1:13	Habakkuk	1	13	You who have purer eyes than to see evil, and who cannot look on perversity, why do you tolerate those who deal treacherously, and keep silent when the wicked swallows up the man who is more righteous than he,	You who have purer eyes than to see brokenness, and who cannot look on perversity, why do you tolerate those who deal treacherously, and keep silent when the wicked swallows up the one who is more righteous than they,	replace: [evil] -> [brokenness] || replace: [man] -> [one] || replace: [he] -> [they]
Habakkuk 2:9	Habakkuk	2	9	Woe to him who gets an evil gain for his house, that he may set his nest on high, that he may be delivered from the hand of evil!	Woe to the one who gets a brokenness gain for their house, that they may set their nest on high, that they may be delivered from the hand of brokenness!	replace: [him] -> [the one] || replace: [an evil] -> [a brokenness] || replace: [his] -> [their] || replace: [he] -> [they] || replace: [his] -> [their] || replace: [he] -> [they] || replace: [evil] -> [brokenness]
Zephaniah 1:12	Zephaniah	1	12	"It will happen at that time, that I will search Jerusalem with lamps, and I will punish the men who are settled on their dregs, who say in their heart, ""YHWH will not do good, neither will he do evil."""	"It will happen at that time, that I will search Yerushalayim with lamps, and I will punish the people who are settled on their dregs, who say in their heart, ""YHWH will not do good, neither will he do brokenness."""	replace: [Jerusalem] -> [Yerushalayim] || replace: [men] -> [people] || replace: [evil] -> [brokenness]
Zephaniah 3:15	Zephaniah	3	15	YHWH has taken away your judgments. He has thrown out your enemy. The King of Israel, YHWH, is in the midst of you. You will not be afraid of evil any more.	YHWH has taken away your judgments. YHWH has thrown out your enemy. The King of Israel, YHWH, is in the midst of you. You will not be afraid of brokenness any more.	replace: [He] -> [YHWH] || replace: [evil] -> [brokenness]
Zechariah 1:4	Zechariah	1	4	Don't you be like your fathers, to whom the former prophets proclaimed, saying: Thus says YHWH of Armies, 'Return now from your evil ways, and from your evil doings;' but they did not hear, nor listen to me, says YHWH.	Don't you be like your fathers, to whom the former prophets proclaimed, saying: Thus says YHWH of Armies, 'Return now from your broken ways, and from your brokenness doings;' but they did not hear, nor listen to me, says YHWH.	replace: [evil] -> [broken] || replace: [evil] -> [brokenness]
Zechariah 7:10	Zechariah	7	10	Don't oppress the widow, nor the fatherless, the foreigner, nor the poor; and let none of you devise evil against his brother in your heart.'	Don't oppress the widow, nor the fatherless, the foreigner, nor the poor; and let none of you devise brokenness against his brother in your heart.'	replace: [evil] -> [brokenness]
Zechariah 8:14	Zechariah	8	14	"For thus says YHWH of Armies: ""As I thought to do evil to you, when your fathers provoked me to wrath,"" says YHWH of Armies, ""and I didn't repent;"	"For thus says YHWH of Armies: ""As I thought to do brokenness to you, when your fathers provoked me to wrath,"" says YHWH of Armies, ""and I didn't relent;"	replace: [evil] -> [brokenness] || replace: [repent] -> [relent]
Zechariah 8:17	Zechariah	8	17	"and let none of you devise evil in your hearts against his neighbor, and love no false oath: for all these are things that I hate,"" says YHWH."	"and let none of you devise brokenness in your hearts against his neighbor, and love no false oath: for all these are things that I hate,"" says YHWH."	replace: [evil] -> [brokenness]
Malachi 1:8	Malachi	1	8	"When you offer the blind for sacrifice, isn't that evil? And when you offer the lame and sick, isn't that evil? Present it now to your governor! Will he be pleased with you? Or will he accept your person?"" says YHWH of Armies."	"When you offer the blind for sacrifice, isn't that brokenness? And when you offer the lame and sick, isn't that brokenness? Present it now to your governor! Will he be pleased with you? Or will he accept your person?"" says YHWH of Armies."	replace: [evil] -> [brokenness] || replace: [evil] -> [brokenness]
Malachi 2:17	Malachi	2	17	You have wearied YHWH with your words. Yet you say, 'How have we wearied him?' In that you say, 'Everyone who does evil is good in the sight of YHWH, and he delights in them;' or 'Where is the Elohim of justice?'	You have wearied YHWH with your words. Yet you say, 'How have we wearied YHWH?' In that you say, 'Everyone who does brokenness is good in the sight of YHWH, and they delights in them;' or 'Where is the God of justice?'	replace: [him] -> [YHWH] || replace: [evil] -> [brokenness] || replace: [he] -> [they] || replace: [Elohim] -> [God]
