reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
Job 34:10	Job	34	10	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"""Therefore listen to me, you men of understanding: far be it from Elohim, that Elohim should do wickedness, from the Almighty, that the Almighty should commit iniquity."
Job 34:11	Job	34	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	For the work of a person they will render to him, and cause everyone to find according to their ways.
Job 34:15	Job	34	15	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	all flesh would perish together, and man would turn again to dust.
Job 34:19	Job	34	19	False	GENERIC PRONOUN REVIEW	REVIEW	the rich; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Who doesn't respect the persons of princes, nor regards the rich more than the poor; for they all are the work of his hands.
Job 34:21	Job	34	21	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""For their eyes are on the ways of a person. He sees all his goings."
Job 34:24	Job	34	24	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He breaks in pieces mighty men in ways past finding out, and sets others in their place.
Job 34:26	Job	34	26	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He strikes them as wicked men in the open sight of others;
Job 34:28	Job	34	28	False	GENERIC PRONOUN REVIEW	REVIEW	the poor; he; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	so that they caused the cry of the poor to come to him. He heard the cry of the afflicted.
Job 34:29	Job	34	29	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	When he gives quietness, who then can condemn? When he hides his face, who then can see him? Alike whether to a nation, or to a person,
Job 34:30	Job	34	30	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	that the godless man may not reign, that there be no one to ensnare the people.
Job 34:34	Job	34	34	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Men of understanding will tell me, yes, every wise person who hears me:
Job 34:36	Job	34	36	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	I wish that Job were tried to the end, because of his answering like wicked men.
Job 35:12	Job	35	12	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	There they cry, but none gives answer, because of the pride of brokenness men.
Job 35:12	Job	35	12	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	There they cry, but none gives answer, because of the pride of brokenness men.
Job 36:24	Job	36	24	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"""Remember that you magnify his work, whereof men have sung."
Job 36:25	Job	36	25	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	All people have looked thereon. Man sees it afar off.
Job 36:28	Job	36	28	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Which the skies pour down and which drop on man abundantly.
Job 37:20	Job	37	20	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Shall it be told him that I would speak? Or should a person wish that they were swallowed up?
Job 37:21	Job	37	21	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Now men don't see the light which is bright in the skies, but the wind passes, and clears them.
Job 37:24	Job	37	24	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"Therefore men revere him. He doesn't regard any who are wise of heart."""
Job 39:21	Job	39	21	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He paws in the valley, and rejoices in his strength. He goes out to meet the armed men.
Job 40:2	Job	40	2	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""Shall the one who argues contend with the Almighty? The one who argues with Elohim, let him answer it."""
Job 40:11	Job	40	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	everyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Pour out the fury of your anger. Look at everyone who is proud, and bring him low.
Job 40:12	Job	40	12	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	everyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Look at everyone who is proud, and humble him. Crush the wicked in their place.
Job 40:19	Job	40	19	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	The one who; he; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	He is the chief of the ways of Elohim. The one who made him gives him their sword.
Job 41:4	Job	41	4	False	GENERIC PRONOUN REVIEW	REVIEW	a servant; he; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Will he make a covenant with you, that you should take him for a servant forever?
Job 41:10	Job	41	10	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; he; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	None is so fierce that he dare stir him up. Who then is the one who can stand before me?
Job 42:11	Job	42	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	Everyone; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Then came there to him all his brothers, and all his sisters, and all those who had been of his acquaintance before, and ate bread with him in his house. They comforted him, and consoled him concerning all the harm that YHWH had brought on him. Everyone also gave him a piece of money, and everyone a ring of gold.
Proverbs 1:16	Proverbs	1	16	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	for their feet run to brokenness. They hurry to shed blood.
Proverbs 2:12	Proverbs	2	12	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	to deliver you from the way of brokenness, from the people who speak perverse things;
Proverbs 2:14	Proverbs	2	14	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	who rejoice to do brokenness, and delight in the perverseness of brokenness;
Proverbs 2:20	Proverbs	2	20	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	that you may walk in the way of good men, and keep the paths of the righteous.
Proverbs 3:4	Proverbs	3	4	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	So you will find favor, and good understanding in the sight of Elohim and man.
Proverbs 3:29	Proverbs	3	29	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't devise brokenness against your neighbor, seeing they dwell securely by you.
Proverbs 4:14	Proverbs	4	14	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't enter into the path of the wicked. Don't walk in the way of brokenness men.
Proverbs 4:14	Proverbs	4	14	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Don't enter into the path of the wicked. Don't walk in the way of brokenness men.
Proverbs 4:16	Proverbs	4	16	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	For they don't sleep, unless they do brokenness. Their sleep is taken away, unless they make someone fall.
Proverbs 5:21	Proverbs	5	21	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	For the ways of man are before the eyes of YHWH. YHWH examines all his paths.
Proverbs 5:22	Proverbs	5	22	True	BROKENNESS LEXICAL REVIEW	HIGH	broken deeds	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The broken deeds of the wicked ensnare them. The cords of their sin hold them firmly.
Proverbs 6:11	Proverbs	6	11	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	so your poverty will come as a robber, and your scarcity as an armed man.
Proverbs 6:14	Proverbs	6	14	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	in whose heart is perverseness, who devises brokenness continually, who always sows discord.
Proverbs 6:30	Proverbs	6	30	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Men don't despise a thief, if he steals to satisfy himself when he is hungry:
Proverbs 8:13	Proverbs	8	13	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Reverence for YHWH is to hate brokenness. I hate pride, arrogance, the broken way, and the perverse mouth.
Proverbs 8:30	Proverbs	8	30	True	MASCULINE TERM REVIEW	REVIEW	craftsman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	then I was the craftsman by YHWH's side. I was a delight day by day, always rejoicing before YHWH,
Proverbs 9:7	Proverbs	9	7	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The one who corrects a mocker invites insult. The one who reproves a broken person invites abuse.
Proverbs 11:7	Proverbs	11	7	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	When a broken person dies, hope perishes, and expectation of power comes to nothing.
Proverbs 11:9	Proverbs	11	9	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	With his mouth the godless man destroys his neighbor, but the righteous will be delivered through knowledge.
Proverbs 11:9	Proverbs	11	9	True	GENERIC PRONOUN REVIEW	REVIEW	the righteous; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	With his mouth the godless man destroys his neighbor, but the righteous will be delivered through knowledge.
Proverbs 11:16	Proverbs	11	16	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A gracious woman obtains honor, but violent men obtain riches.
Proverbs 11:19	Proverbs	11	19	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The one who is truly righteous gets life. The one who pursues brokenness gets death.
Proverbs 11:21	Proverbs	11	21	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Most certainly, the brokenness man will not be unpunished, but the seed of the righteous will be delivered.
Proverbs 11:21	Proverbs	11	21	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Most certainly, the brokenness man will not be unpunished, but the seed of the righteous will be delivered.
Proverbs 11:27	Proverbs	11	27	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The one who diligently seeks good seeks favor, but the one who searches after brokenness, it shall come to them.
Proverbs 12:12	Proverbs	12	12	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The wicked desires the plunder of brokenness men, but the root of the righteous flourishes.
Proverbs 12:12	Proverbs	12	12	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The wicked desires the plunder of brokenness men, but the root of the righteous flourishes.
Proverbs 12:13	Proverbs	12	13	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A brokenness a person is trapped by sinfulness of lips, but the righteous shall come out of trouble.
Proverbs 12:20	Proverbs	12	20	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Deceit is in the heart of those who plot brokenness, but joy comes to the promoters of peace.
Proverbs 12:21	Proverbs	12	21	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	No mischief shall happen to the righteous, but the wicked shall be filled with brokenness.
Proverbs 12:23	Proverbs	12	23	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A prudent man keeps his knowledge, but the hearts of fools proclaim foolishness.
Proverbs 13:5	Proverbs	13	5	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A righteous person hates lies, but a broken person brings shame and disgrace.
Proverbs 13:16	Proverbs	13	16	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Every prudent man acts from knowledge, but a fool exposes folly.
Proverbs 13:24	Proverbs	13	24	True	GENERIC PRONOUN HIGH PRIORITY	HIGH	One who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	One who spares the rod hates their son, but one who loves him is careful to discipline him.
Proverbs 14:10	Proverbs	14	10	True	GENERIC PRONOUN REVIEW	REVIEW	a stranger; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	The heart knows its own bitterness and joy; he will not share these with a stranger.
Proverbs 14:14	Proverbs	14	14	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The unfaithful will be repaid for his own ways; likewise a good man will be rewarded for his ways.
Proverbs 14:16	Proverbs	14	16	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A wise person fears, and shuns brokenness, but the fool is hotheaded and reckless.
Proverbs 14:19	Proverbs	14	19	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The brokenness bow down before the good, and the wicked at the gates of the righteous.
Proverbs 14:22	Proverbs	14	22	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't they go astray who plot brokenness? But love and faithfulness belong to those who plan good.
Proverbs 15:3	Proverbs	15	3	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	YHWH's eyes are everywhere, keeping watch on the brokenness and the good.
Proverbs 15:18	Proverbs	15	18	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A wrathful man stirs up contention, but one who is slow to anger appeases strife.
Proverbs 15:28	Proverbs	15	28	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The heart of the righteous weighs answers, but the mouth of the wicked gushes out brokenness.
Proverbs 16:1	Proverbs	16	1	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The plans of the heart belong to man, but the answer of the tongue is from YHWH.
Proverbs 16:4	Proverbs	16	4	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	YHWH has made everything for its own end--yes, even the wicked for the day of brokenness.
Proverbs 16:6	Proverbs	16	6	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	By mercy and truth iniquity is atoned for. By reverence for YHWH men depart from harm.
Proverbs 16:26	Proverbs	16	26	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The appetite of the laboring man labors for him; for his mouth urges him on.
Proverbs 16:27	Proverbs	16	27	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A worthless man devises mischief. His speech is like a scorching fire.
Proverbs 16:28	Proverbs	16	28	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A perverse man stirs up strife. A whisperer separates close friends.
Proverbs 16:30	Proverbs	16	30	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	One who winks their eyes to plot perversities, one who compresses their lips, is bent on brokenness.
Proverbs 17:4	Proverbs	17	4	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	An one who acts from brokenness heeds wicked lips. A liar gives ear to a mischievous tongue.
Proverbs 17:6	Proverbs	17	6	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Children's children are the crown of old men; the glory of children are their parents.
Proverbs 17:11	Proverbs	17	11	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A brokenness man seeks only rebellion; therefore a cruel messenger shall be sent against him.
Proverbs 17:11	Proverbs	17	11	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A brokenness man seeks only rebellion; therefore a cruel messenger shall be sent against him.
Proverbs 17:13	Proverbs	17	13	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Whoever rewards brokenness for good, brokenness shall not depart from their house.
Proverbs 17:23	Proverbs	17	23	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A broken person receives a bribe in secret, to pervert the ways of justice.
Proverbs 18:1	Proverbs	18	1	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	An unfriendly man pursues selfishness, and defies all sound judgment.
Proverbs 19:3	Proverbs	19	3	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The foolishness of man subverts his way; his heart rages against YHWH.
Proverbs 19:23	Proverbs	19	23	True	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Reverence for YHWH leads to life, then contentment; he rests and will not be touched by trouble.
Proverbs 20:6	Proverbs	20	6	True	MASCULINE TERM REVIEW	REVIEW	man; men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Many men claim to be men of unfailing love, but who can find a faithful man?
Proverbs 20:8	Proverbs	20	8	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A king who sits on the throne of judgment scatters away all brokenness with his eyes.
Proverbs 20:22	Proverbs	20	22	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	"Don't say, ""I will pay back brokenness."" Wait for YHWH, and YHWH will save you."
Proverbs 20:29	Proverbs	20	29	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The glory of young people is their strength. The splendor of old men is their gray hair.
Proverbs 20:30	Proverbs	20	30	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Wounding blows cleanse away brokenness, and beatings purge the innermost parts.
Proverbs 21:10	Proverbs	21	10	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The soul of the wicked desires brokenness; their neighbor finds no mercy in their eyes.
Proverbs 21:17	Proverbs	21	17	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The one who loves pleasure shall be a poor man. The one who loves wine and oil shall not be rich.
Proverbs 21:24	Proverbs	21	24	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"The proud and haughty man, ""scoffer"" is his name; he works in the arrogance of pride."
Proverbs 21:29	Proverbs	21	29	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	A broken person hardens their face; but as for the upright, they establish their ways.
Proverbs 22:3	Proverbs	22	3	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A prudent man sees danger, and hides himself; but the simple pass on, and suffer for it.
Proverbs 23:28	Proverbs	23	28	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Yes, she lies in wait like a robber, and increases the unfaithful among men.
Proverbs 24:1	Proverbs	24	1	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't be envious of brokenness men; neither desire to be with them:
Proverbs 24:1	Proverbs	24	1	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Don't be envious of brokenness men; neither desire to be with them:
Proverbs 24:8	Proverbs	24	8	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	One who plots to do brokenness will be called a schemer.
Proverbs 24:9	Proverbs	24	9	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The schemes of folly are sin. The mocker is detested by men.
Proverbs 24:15	Proverbs	24	15	True	BROKENNESS LEXICAL REVIEW	HIGH	broken person	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't lay in wait, broken person, against the habitation of the righteous. Don't destroy their resting place:
Proverbs 24:19	Proverbs	24	19	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Don't fret yourself because of people who act from brokenness; neither be envious of the wicked:
Proverbs 24:20	Proverbs	24	20	True	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	for there will be no reward to the brokenness man; and the lamp of the wicked shall be snuffed out.
Proverbs 24:20	Proverbs	24	20	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	for there will be no reward to the brokenness man; and the lamp of the wicked shall be snuffed out.
Proverbs 24:34	Proverbs	24	34	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	so shall your poverty come as a robber, and your want as an armed man.
Proverbs 25:1	Proverbs	25	1	True	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	These also are proverbs of Shlomo, which the men of Chizkiyahu king of Yehudah copied out.
Proverbs 25:5	Proverbs	25	5	True	GENERIC PRONOUN REVIEW	REVIEW	the wicked; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	Take away the wicked from the king's presence, and his throne will be established in righteousness.
Proverbs 26:21	Proverbs	26	21	True	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	As coals are to hot embers, and wood to fire, so is a contentious man to kindling strife.
