reference	book	chapter	verse	categories	before	after
Jeremiah 44:22	Jeremiah	44	22	lexical	so that YHWH could no longer bear, because of the brokenness of your doings, and because of the abominations which you have committed; therefore is your land become a desolation, and an astonishment, and a curse, without inhabitant, as it is this day.	so that YHWH could no longer bear, because of the wrongdoing in your doings, and because of the abominations which you have committed; therefore is your land become a desolation, and an astonishment, and a curse, without inhabitant, as it is this day.
Jeremiah 44:23	Jeremiah	44	23	lexical	Because you have burned incense, and because you have sinned against YHWH, and have not obeyed the voice of YHWH, nor walked in YHWH’s law, nor in YHWH’s statutes, nor in YHWH’s testimonies; therefore this brokenness is happened to you, as it is this day.	Because you have burned incense, and because you have sinned against YHWH, and have not obeyed the voice of YHWH, nor walked in YHWH’s law, nor in YHWH’s statutes, nor in YHWH’s testimonies; therefore this evil is happened to you, as it is this day.
Jeremiah 44:27	Jeremiah	44	27	lexical	Behold, I watch over them for brokenness, and not for good; and all the people of Yehudah who are in the land of Mitzrayim shall be consumed by the sword and by the famine, until there be an end of them.	Behold, I watch over them for evil, and not for good; and all the people of Yehudah who are in the land of Mitzrayim shall be consumed by the sword and by the famine, until there be an end of them.
Jeremiah 44:29	Jeremiah	44	29	lexical	This shall be the sign to you, says YHWH, that I will punish you in this place, that you may know that my words shall surely stand against you for brokenness:	This shall be the sign to you, says YHWH, that I will punish you in this place, that you may know that my words shall surely stand against you for evil:
Jeremiah 48:2	Jeremiah	48	2	lexical	The praise of Moab is no more; in Heshbon they have devised brokenness against her: Come, and let us cut her off from being a nation. You also, Madmen, shall be brought to silence: the sword shall pursue you.	The praise of Moab is no more; in Heshbon they have devised harm against her: Come, and let us cut her off from being a nation. You also, Madmen, shall be brought to silence: the sword shall pursue you.
Jeremiah 49:23	Jeremiah	49	23	lexical	Of Dammeseq. Hamath is confounded, and Arpad; for they have heard brokenness news, they are melted away: there is sorrow on the sea; it can't be quiet.	Of Dammeseq. Hamath is confounded, and Arpad; for they have heard bad news, they are melted away: there is sorrow on the sea; it can't be quiet.
Jeremiah 51:17	Jeremiah	51	17	generic-pronoun	Everyone is become brutish [and is] without knowledge; every goldsmith is disappointed by his image; for his molten image is falsehood, and there is no breath in them.	Everyone is become brutish [and is] without knowledge; every goldsmith is disappointed by their image; for their molten image is falsehood, and there is no breath in them.
Jeremiah 51:24	Jeremiah	51	24	lexical	I will render to Bavel and to all the inhabitants of Chaldea all their brokenness that they have done in Tzion in your sight, says YHWH.	I will render to Bavel and to all the inhabitants of Chaldea all their evil that they have done in Tzion in your sight, says YHWH.
Jeremiah 51:60	Jeremiah	51	60	lexical	Yirmeyahu wrote in a book all the brokenness that should come on Bavel, even all these words that are written concerning Bavel.	Yirmeyahu wrote in a book all the evil that should come on Bavel, even all these words that are written concerning Bavel.
Jeremiah 51:64	Jeremiah	51	64	lexical	and you shall say, Thus shall Bavel sink, and shall not rise again because of the brokenness that I will bring on her; and they shall be weary. Thus far are the words of Yirmeyahu.	and you shall say, Thus shall Bavel sink, and shall not rise again because of the calamity that I will bring on her; and they shall be weary. Thus far are the words of Yirmeyahu.
Lamentations 3:38	Lamentations	3	38	lexical	Doesn't brokenness and good come out of the mouth of the Most High?	Doesn't evil and good come out of the mouth of the Most High?
Ezekiel 3:18	Ezekiel	3	18	lexical	When I tell the wicked, You shall surely die; and you give him no warning, nor speak to warn the wicked from his wicked way, to save his life; the same broken person shall die in their iniquity; but his blood will I require at your hand.	When I tell the wicked, You shall surely die; and you give him no warning, nor speak to warn the wicked from his wicked way, to save his life; the same wicked person shall die in their iniquity; but his blood will I require at your hand.
Ezekiel 5:16	Ezekiel	5	16	lexical	when I shall send on them the brokenness arrows of famine, that are for destruction, which I will send to destroy you: and I will increase the famine on you, and will break your staff of bread;	when I shall send on them the evil arrows of famine, that are for destruction, which I will send to destroy you: and I will increase the famine on you, and will break your staff of bread;
Ezekiel 5:17	Ezekiel	5	17	lexical	and I will send on you famine and brokenness animals, and they shall bereave you; and pestilence and blood shall pass through you; and I will bring the sword on you: I, YHWH, have spoken it.	and I will send on you famine and evil animals, and they shall bereave you; and pestilence and blood shall pass through you; and I will bring the sword on you: I, YHWH, have spoken it.
Ezekiel 6:10	Ezekiel	6	10	lexical	They shall know that I am YHWH: I have not said in vain that I would do this brokenness to them.	They shall know that I am YHWH: I have not said in vain that I would do this evil to them.
Ezekiel 6:11	Ezekiel	6	11	lexical	Thus says YHWH God: Smite with your hand, and stamp with your foot, and say, Alas! because of all the brokenness abominations of the house of Israel; for they shall fall by the sword, by the famine, and by the pestilence.	Thus says YHWH God: Smite with your hand, and stamp with your foot, and say, Alas! because of all the evil abominations of the house of Israel; for they shall fall by the sword, by the famine, and by the pestilence.
Ezekiel 7:5	Ezekiel	7	5	lexical	Thus says YHWH God: A brokenness, an only brokenness; behold, it comes.	Thus says YHWH God: A evil, an only evil; behold, it comes.
Ezekiel 14:15	Ezekiel	14	15	lexical	If I cause brokenness animals to pass through the land, and they ravage it, and it be made desolate, so that no one may pass through because of the animals;	If I cause evil animals to pass through the land, and they ravage it, and it be made desolate, so that no one may pass through because of the animals;
Ezekiel 14:21	Ezekiel	14	21	lexical	For thus says YHWH God: How much more when I send my four sore judgments on Yerushalayim, the sword, and the famine, and the brokenness animals, and the pestilence, to cut off from it man and animal!	For thus says YHWH God: How much more when I send my four sore judgments on Yerushalayim, the sword, and the famine, and the evil animals, and the pestilence, to cut off from it man and animal!
Ezekiel 14:22	Ezekiel	14	22	lexical	Yet, behold, therein shall be left a remnant that shall be carried forth, both sons and daughters: behold, they shall come forth to you, and you shall see their way and their doings; and you shall be comforted concerning the brokenness that I have brought on Yerushalayim, even concerning all that I have brought on it.	Yet, behold, therein shall be left a remnant that shall be carried forth, both sons and daughters: behold, they shall come forth to you, and you shall see their way and their doings; and you shall be comforted concerning the evil that I have brought on Yerushalayim, even concerning all that I have brought on it.
Ezekiel 18:24	Ezekiel	18	24	lexical	But when the righteous turns away from their righteousness, and commits iniquity, and does according to all the abominations that the broken person does, shall they live? None of his righteous deeds that he has done shall be remembered: in his trespass that he has trespassed, and in his sin that he has sinned, in them shall he die.	But when the righteous turns away from their righteousness, and commits iniquity, and does according to all the abominations that the wicked person does, shall they live? None of his righteous deeds that he has done shall be remembered: in his trespass that he has trespassed, and in his sin that he has sinned, in them shall he die.
Ezekiel 18:27	Ezekiel	18	27	lexical	Again, when the broken person turns away from their wickedness that they have committed, and does that which is lawful and right, they shall save their soul alive.	Again, when the wicked person turns away from their wickedness that they have committed, and does that which is lawful and right, they shall save their soul alive.
Ezekiel 30:12	Ezekiel	30	12	lexical	I will make the rivers dry, and will sell the land into the hand of brokenness men; and I will make the land desolate, and all that is therein, by the hand of strangers: I, YHWH, have spoken it.	I will make the rivers dry, and will sell the land into the hand of wicked people; and I will make the land desolate, and all that is therein, by the hand of strangers: I, YHWH, have spoken it.
Ezekiel 33:8	Ezekiel	33	8	lexical	When I tell the wicked, O broken person, you shall surely die, and you don't speak to warn the wicked from their way; that broken person shall die in their iniquity, but their blood will I require at your hand.	When I tell the wicked, O wicked person, you shall surely die, and you don't speak to warn the wicked from their way; that wicked person shall die in their iniquity, but their blood will I require at your hand.
Ezekiel 34:25	Ezekiel	34	25	lexical	I will make with them a covenant of peace, and will cause brokenness animals to cease out of the land; and they shall dwell securely in the wilderness, and sleep in the woods.	I will make with them a covenant of peace, and will cause evil animals to cease out of the land; and they shall dwell securely in the wilderness, and sleep in the woods.
Ezekiel 38:10	Ezekiel	38	10	lexical	Thus says YHWH God: It shall happen in that day, that things shall come into your mind, and you shall devise a brokenness device:	Thus says YHWH God: It shall happen in that day, that things shall come into your mind, and you shall devise a evil device:
Daniel 3:29	Daniel	3	29	lexical	Therefore I make a decree, that every people, nation, and language, which speak anything brokenness against the God of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill; because there is no other god who is able to deliver after this sort.	Therefore I make a decree, that every people, nation, and language, which speak anything harm against the God of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill; because there is no other god who is able to deliver after this sort.
Daniel 9:12	Daniel	9	12	lexical	He has confirmed his words, which he spoke against us, and against our judges who judged us, by bringing on us a great brokenness; for under the whole sky has not been done as has been done on Yerushalayim.	He has confirmed his words, which he spoke against us, and against our judges who judged us, by bringing on us a great evil; for under the whole sky has not been done as has been done on Yerushalayim.
Daniel 9:13	Daniel	9	13	lexical	As it is written in the law of Moshe, all this brokenness is come on us: yet have we not entreated the favor of YHWH our God, that we should turn from our iniquities, and have discernment in your truth.	As it is written in the law of Moshe, all this evil is come on us: yet have we not entreated the favor of YHWH our God, that we should turn from our iniquities, and have discernment in your truth.
Daniel 9:14	Daniel	9	14	lexical	Therefore has YHWH watched over the brokenness, and brought it on us; for YHWH our God is righteous in all YHWH’s works which YHWH does, and we have not obeyed YHWH’s voice.	Therefore has YHWH watched over the evil, and brought it on us; for YHWH our God is righteous in all YHWH’s works which YHWH does, and we have not obeyed YHWH’s voice.
Hosea 7:15	Hosea	7	15	lexical	Though I have taught and strengthened their arms, yet they plot brokenness against me.	Though I have taught and strengthened their arms, yet they plot harm against me.
Amos 3:6	Amos	3	6	lexical	Does the trumpet alarm sound in a city, without the people being afraid? Does brokenness happen to a city, and YHWH hasn't done it?	Does the trumpet alarm sound in a city, without the people being afraid? Does evil happen to a city, and YHWH hasn't done it?
Amos 5:14	Amos	5	14	lexical	Seek good, and not brokenness, that you may live; and so YHWH, the God of Armies, will be with you, as you say.	Seek good, and not evil, that you may live; and so YHWH, the God of Armies, will be with you, as you say.
Amos 5:15	Amos	5	15	lexical	"Hate brokenness, love good, and establish justice in the courts. It may be that YHWH, the God of Armies, will be gracious to the remnant of Yosef."""	"Hate evil, love good, and establish justice in the courts. It may be that YHWH, the God of Armies, will be gracious to the remnant of Yosef."""
Amos 9:4	Amos	9	4	lexical	Though they go into captivity before their enemies, there I will command the sword, and it will kill them. I will set my eyes on them for brokenness, and not for good.	Though they go into captivity before their enemies, there I will command the sword, and it will kill them. I will set my eyes on them for evil, and not for good.
Amos 9:10	Amos	9	10	lexical	All the sinners of my people will die by the sword, who say, 'Brokenness won't overtake nor meet us.'	All the sinners of my people will die by the sword, who say, 'evil won't overtake nor meet us.'
Jonah 1:7	Jonah	1	7	lexical	"They all said to each other, ""Come, let us cast lots, that we may know for whose cause this brokenness is on us."" So they cast lots, and the lot fell on Yonah."	"They all said to each other, ""Come, let us cast lots, that we may know for whose cause this evil is on us."" So they cast lots, and the lot fell on Yonah."
Jonah 1:8	Jonah	1	8	lexical	"Then they asked him, ""Tell us, please, for whose cause this brokenness is on us. What is your occupation? Where do you come from? What is your country? Of what people are you?"""	"Then they asked him, ""Tell us, please, for whose cause this evil is on us. What is your occupation? Where do you come from? What is your country? Of what people are you?"""
Micah 1:12	Micah	1	12	lexical	For the inhabitant of Maroth waits anxiously for good, because brokenness has come down from YHWH to the gate of Yerushalayim.	For the inhabitant of Maroth waits anxiously for good, because trouble has come down from YHWH to the gate of Yerushalayim.
Micah 2:1	Micah	2	1	lexical	Woe to those who devise iniquity and work brokenness on their beds! When the morning is light, they practice it, because it is in the power of their hand.	Woe to those who devise iniquity and do wrong on their beds! When the morning is light, they practice it, because it is in the power of their hand.
Micah 2:11	Micah	2	11	generic-pronoun	"If someone walking in a spirit of falsehood lies: ""I will prophesy to you of wine and of strong drink;"" he would be the prophet of this people."	"If someone walking in a spirit of falsehood lies: ""I will prophesy to you of wine and of strong drink;"" they would be the prophet of this people."
Micah 3:2	Micah	3	2	lexical	You who hate the good, and love the brokenness; who tear off their skin, and their flesh from off their bones;	You who hate the good, and love the evil; who tear off their skin, and their flesh from off their bones;
Micah 3:4	Micah	3	4	lexical	"Then they will cry to YHWH, but YHWH will not answer them. Yes, YHWH will hide YHWH’s face from them at that time, because they made their deeds brokenness."""	"Then they will cry to YHWH, but YHWH will not answer them. Yes, YHWH will hide YHWH’s face from them at that time, because they made their deeds evil."""
Micah 7:3	Micah	7	3	lexical	Their hands are on that which is brokenness to do it diligently. The ruler and judge ask for a bribe; and the powerful man dictates the broken desire of his soul. Thus they conspire together.	Their hands are on that which is evil to do it diligently. The ruler and judge ask for a bribe; and the powerful man dictates the broken desire of his soul. Thus they conspire together.
Nahum 1:11	Nahum	1	11	lexical	There is one gone forth out of you, who devises brokenness against YHWH, who counsels wickedness.	There is one gone forth out of you, who devises harm against YHWH, who counsels wickedness.
Habakkuk 1:13	Habakkuk	1	13	lexical	You who have purer eyes than to see brokenness, and who cannot look on perversity, why do you tolerate those who deal treacherously, and keep silent when the wicked swallows up the one who is more righteous than they,	You who have purer eyes than to see evil, and who cannot look on perversity, why do you tolerate those who deal treacherously, and keep silent when the wicked swallows up the one who is more righteous than they,
Habakkuk 2:9	Habakkuk	2	9	lexical	Woe to the one who gets a brokenness gain for their house, that they may set their nest on high, that they may be delivered from the hand of brokenness!	Woe to the one who gets a evil gain for their house, that they may set their nest on high, that they may be delivered from the hand of evil!
Zephaniah 1:12	Zephaniah	1	12	lexical	"It will happen at that time, that I will search Yerushalayim with lamps, and I will punish the people who are settled on their dregs, who say in their heart, ""YHWH will not do good, neither will he do brokenness."""	"It will happen at that time, that I will search Yerushalayim with lamps, and I will punish the people who are settled on their dregs, who say in their heart, ""YHWH will not do good, neither will he do wrong."""
Zephaniah 3:15	Zephaniah	3	15	lexical	YHWH has taken away your judgments. YHWH has thrown out your enemy. The King of Israel, YHWH, is in the midst of you. You will not be afraid of brokenness any more.	YHWH has taken away your judgments. YHWH has thrown out your enemy. The King of Israel, YHWH, is in the midst of you. You will not be afraid of evil any more.
Zechariah 1:4	Zechariah	1	4	lexical	Don't you be like your fathers, to whom the former prophets proclaimed, saying: Thus says YHWH of Armies, 'Return now from your broken ways, and from your brokenness doings;' but they did not hear, nor listen to me, says YHWH.	Don't you be like your fathers, to whom the former prophets proclaimed, saying: Thus says YHWH of Armies, 'Return now from your wrong ways, and from your evil doings;' but they did not hear, nor listen to me, says YHWH.
Zechariah 7:10	Zechariah	7	10	lexical	Don't oppress the widow, nor the fatherless, the foreigner, nor the poor; and let none of you devise brokenness against his brother in your heart.'	Don't oppress the widow, nor the fatherless, the foreigner, nor the poor; and let none of you devise harm against his brother in your heart.'
Zechariah 8:14	Zechariah	8	14	lexical	"For thus says YHWH of Armies: ""As I thought to do brokenness to you, when your fathers provoked me to wrath,"" says YHWH of Armies, ""and I didn't relent;"	"For thus says YHWH of Armies: ""As I thought to do wrong to you, when your fathers provoked me to wrath,"" says YHWH of Armies, ""and I didn't relent;"
Zechariah 8:17	Zechariah	8	17	lexical	"and let none of you devise brokenness in your hearts against his neighbor, and love no false oath: for all these are things that I hate,"" says YHWH."	"and let none of you devise harm in your hearts against his neighbor, and love no false oath: for all these are things that I hate,"" says YHWH."
Malachi 1:8	Malachi	1	8	lexical	"When you offer the blind for sacrifice, isn't that brokenness? And when you offer the lame and sick, isn't that brokenness? Present it now to your governor! Will he be pleased with you? Or will he accept your person?"" says YHWH of Armies."	"When you offer the blind for sacrifice, isn't that evil? And when you offer the lame and sick, isn't that evil? Present it now to your governor! Will he be pleased with you? Or will he accept your person?"" says YHWH of Armies."
Malachi 2:17	Malachi	2	17	lexical	You have wearied YHWH with your words. Yet you say, 'How have we wearied YHWH?' In that you say, 'Everyone who does brokenness is good in the sight of YHWH, and they delights in them;' or 'Where is the God of justice?'	You have wearied YHWH with your words. Yet you say, 'How have we wearied YHWH?' In that you say, 'Everyone who does evil is good in the sight of YHWH, and they delights in them;' or 'Where is the God of justice?'
